960,960,1628676295.083734,1628676298.083878
960,240,1628676300.137578,1628676303.137714
1440,600,1628676305.175091,1628676308.175243
960,600,1628676310.212479,1628676313.212631
480,240,1628676315.249947,1628676318.250097
1440,960,1628676320.287332,1628676323.287482
480,600,1628676325.324858,1628676328.325011
1440,240,1628676330.362297,1628676333.362451
480,960,1628676335.399681,1628676338.399831
