960,240,1628672923.912819,1628672926.912959
480,600,1628672928.950234,1628672931.950375
960,600,1628672933.987707,1628672936.987855
1440,960,1628672939.025108,1628672942.025257
1440,240,1628672944.06252,1628672947.06266
480,960,1628672949.099947,1628672952.100094
480,240,1628672954.137356,1628672957.137495
960,960,1628672959.174779,1628672962.174924
1440,600,1628672964.21224,1628672967.212378
