480,600,1626875301.613827,1626875304.613976
960,960,1626875306.651261,1626875309.651413
960,240,1626875311.688689,1626875314.688839
1440,960,1626875316.726085,1626875319.72623
960,600,1626875321.763545,1626875324.76369
480,240,1626875326.817585,1626875329.817719
480,960,1626875331.865287,1626875334.865433
1440,600,1626875336.871779,1626875339.871927
1440,240,1626875341.878141,1626875344.878298
